Country,Sector,Indicator,Year,Value
South Africa,Agriculture,GDP,2018,4292.28
South Africa,Agriculture,GDP,2019,5978.13
South Africa,Agriculture,GDP,2020,2652.46
South Africa,Agriculture,GDP,2021,7934.72
South Africa,Agriculture,GDP,2022,2767.31
South Africa,Agriculture,GDP,2023,
South Africa,Agriculture,Inflation,2015,1.0
South Africa,Agriculture,Inflation,2016,2.49
South Africa,Agriculture,Inflation,2017,6.45
South Africa,Agriculture,Inflation,2018,5.54
South Africa,Agriculture,Inflation,2019,6.75
South_Africa,Agriculture,Inflation,2020,10.32
South Africa,agriculture,Inflation,2021,12.74
South Africa,Agriculture,Inflation ,2022,9.82
South Africa,Agriculture,Inflation,2023,7.22
South Africa,Agriculture,Unemployment,2015,5140.13
South Africa,Agriculture,Unemployment,2016,9907.27
South Africa,agriculture,Unemployment,2017,9914.38
South Africa,Agriculture,Unemployment,2018,323.9
South Africa,Agriculture,Unemployment,2019,5478.68
South Africa,Agriculture,Unemployment,2020,2200.53
South Africa,Agriculture,Unemployment,2021,2502.02
South_Africa,Agriculture,Unemployment,2022,8193.13
South Africa,Agriculture,Unemployment ,2023,4246.86
South Africa,Agriculture,Export Value,2015,3903.66
South Africa,Agriculture,Export Value,2016,509.28
South Africa,Agriculture,Export Value,2017,9154.54
South_Africa,Agriculture,Export Value,2018,7228.5
South_Africa,agriculture,Export Value,2019,8246.47
South Africa,Agriculture,Export Value,2020,4866.28
South Africa,Agriculture,Export Value,2021,5395.34
South Africa,Agriculture,Export Value,2022,4939.7
South Africa,Agriculture,Export Value,2023,2545.65
South Africa,Agriculture,Import Value,2015,2643.68
South Africa,Agriculture,Import Value,2016,
South Africa,agriculture,Import Value,2017,4121.33
South_Africa,Agriculture,Import Value,2018,4576.13
South Africa,Agriculture,Import Value,2019,6441.45
South Africa,Agriculture,Import Value,2020,4933.42
South Africa,agriculture,Import Value,2021,3250.7
South Africa,Agriculture,Import Value,2022,
South Africa,Agriculture,Import Value,2023,9170.36
South Africa,Manufacturing,GDP,2015,9208.02
South Africa,Manufacturing,GDP,2016,7853.19
South Africa,manufacturing,GDP,2017,1027.4
South Africa,Manufacturing,GDP,2018,7622.72
South Africa,Manufacturing,GDP,2019,3894.74
South Africa,Manufacturing,GDP,2020,4355.26
South Africa,Manufacturing,GDP,2021,5034.85
South Africa,Manufacturing,GDP,2022,1901.34
South Africa,Manufacturing,GDP,2023,8463.03
South Africa,Manufacturing,Inflation,2015,5.07
South Africa,Manufacturing,Inflation,2016,8.11
South Africa,Manufacturing,Inflation,2017,9.17
South Africa,Manufacturing,Inflation,2018,9.01
South Africa,Manufacturing,Inflation,2019,11.68
South Africa,manufacturing,Inflation,2020,8.96
South Africa,Manufacturing,Inflation,2021,13.96
South Africa,Manufacturing,Inflation,2022,6.36
South Africa,Manufacturing,Inflation,2023,
South Africa,manufacturing,Unemployment,2015,6199.98
South Africa,Manufacturing,Unemployment,2016,5122.89
South Africa,Manufacturing,Unemployment,2017,5241.43
South Africa,Manufacturing,Unemployment,2018,1102.55
South Africa,Manufacturing,Unemployment,2019,6524.23
South Africa,Manufacturing,Unemployment,2020,6737.59
South Africa,Manufacturing,Unemployment,2021,5333.93
South Africa,Manufacturing,Unemployment,2022,9693.57
South Africa,Manufacturing,Unemployment,2023,8430.48
South Africa,Manufacturing,Export Value,2015,9838.41
South Africa,Manufacturing,Export Value,2016,4392.39
South Africa,Manufacturing,Export Value,2017,
South Africa,Manufacturing,Export Value,2018,785.23
South Africa,Manufacturing,Export Value,2019,4477.41
South Africa,Manufacturing,Export Value,2020,1825.67
South Africa,Manufacturing,Export Value,2021,3296.0
South Africa,Manufacturing,Export Value,2022,8656.84
South Africa,Manufacturing,Export Value ,2023,724.5
South Africa,Manufacturing,Import Value,2015,454.6
South Africa,Manufacturing,Import Value,2016,568.01
South Africa,Manufacturing,Import Value,2017,1265.5
South Africa,Manufacturing,Import Value,2018,8518.36
South Africa,Manufacturing,Import Value,2019,8020.36
South Africa,Manufacturing,Import Value,2020,8120.43
South Africa,Manufacturing,Import Value,2021,6092.95
South Africa,Manufacturing,Import Value,2022,556.86
South Africa,Manufacturing,Import Value,2023,4812.58
South Africa,Services,GDP,2015,3448.31
South Africa,Services,GDP,2016,1585.67
South Africa,Services,GDP,2017,5854.05
South Africa,Services,GDP,2018,7701.79
South Africa,Services,GDP,2019,391.8
South Africa,Services,GDP,2020,7550.39
South Africa,Services,GDP,2021,4914.77
South Africa,Services,GDP,2022,7996.21
South Africa,Services,GDP,2023,4155.81
South_Africa,Services,Inflation,2015,12.29
South Africa,services,Inflation,2016,14.31
South Africa,Services,Inflation,2017,14.18
South Africa,Services,Inflation,2018,12.66
South Africa,Services,Inflation,2019,7.74
South Africa,Services,Inflation,2020,
South Africa,Services,Inflation,2021,3.88
South Africa,Services,Inflation,2022,
South Africa,Services,Inflation,2023,11.3
South Africa,Services,Unemployment,2015,3663.55
South Africa,Services,Unemployment,2016,8168.54
South Africa,Services,Unemployment,2017,7676.39
South Africa,Services,Unemployment,2018,1600.81
South Africa,Services,Unemployment,2019,7105.14
South Africa,Services,Unemployment,2020,3621.11
South Africa,Services,Unemployment,2021,8228.32
South Africa,Services,Unemployment,2022,5802.02
South Africa,services,Unemployment,2023,9606.93
South Africa,Services,Export Value,2015,429.44
South Africa,Services,Export Value,2016,4952.06
South Africa,Services,Export Value,2017,3746.97
South Africa,services,Export Value ,2018,2032.04
South Africa,Services,Export Value,2019,
South Africa,Services,Export Value,2020,320.54
South Africa,Services,Export Value,2021,3295.27
South Africa,Services,Export Value,2022,2097.35
South Africa,Services,Export Value,2023,2446.02
South Africa,Services,Import Value,2015,2164.61
South Africa,Services,Import Value,2016,3626.52
South Africa,services,Import Value,2017,3463.0
South Africa,Services,Import Value,2018,5912.25
South Africa,services,Import Value,2019,9020.36
South Africa,Services,Import Value,2020,
South Africa,Services,Import Value,2021,3687.03
South Africa,Services,Import Value,2022,1288.93
South Africa,Services,Import Value,2023,2754.94
South Africa,Technology,GDP,2015,9106.48
South Africa,Technology,GDP,2016,8940.6
South Africa,technology,GDP,2017,9098.96
South Africa,Technology,GDP,2018,
South Africa,Technology,GDP,2019,4732.69
South Africa,Technology,GDP,2020,4518.59
South Africa,Technology,GDP,2021,9114.51
South Africa,Technology,GDP,2022,7732.79
South Africa,technology,GDP,2023,246.81
South Africa,Technology,Inflation,2015,4.47
South Africa,Technology,Inflation,2016,0.54
South Africa,Technology,Inflation,2017,0.97
South Africa,Technology,Inflation,2018,9.99
South Africa,Technology,Inflation,2019,13.84
South Africa,Technology,Inflation,2020,2.74
South Africa,Technology,Inflation,2021,
South Africa,Technology,Inflation,2022,10.15
South Africa,Technology,Inflation,2023,6.09
South Africa,Technology,Unemployment,2015,2196.0
South Africa,Technology,Unemployment,2016,6437.55
South Africa,Technology,Unemployment,2017,2316.87
South Africa,Technology,Unemployment,2018,2002.55
South Africa,Technology,Unemployment,2019,1443.73
South Africa,Technology,Unemployment,2020,8640.97
South Africa,Technology,Unemployment,2021,389.16
South Africa,Technology,Unemployment,2022,8681.42
South Africa,Technology,Unemployment,2023,486.14
South Africa,Technology,Export Value,2015,4138.59
South Africa,Technology,Export Value,2016,8870.85
South Africa,Technology,Export Value,2017,
South Africa,Technology,Export Value,2018,7084.94
South Africa,Technology,Export Value,2019,9442.34
South Africa,Technology,Export Value,2020,8077.98
South Africa,Technology,Export Value,2021,3798.37
South_Africa,Technology,Export Value,2022,4997.32
South Africa,Technology,Export Value,2023,825.54
South Africa,Technology,Import Value,2015,5029.22
South Africa,Technology,Import Value,2016,4779.42
South Africa,Technology,Import Value,2017,6641.7
South Africa,Technology,Import Value,2018,6998.72
South Africa,Technology,Import Value,2019,8934.9
South Africa,Technology,Import Value,2020,877.59
South Africa,Technology,Import Value ,2021,3145.34
South Africa,Technology,Import Value,2022,982.86
South Africa,Technology,Import Value,2023,8294.05
South Africa,Energy,GDP,2015,2226.3
South Africa,Energy,GDP,2016,9758.57
South Africa,Energy,GDP,2017,3555.18
South Africa,Energy,GDP,2018,2275.55
South Africa,Energy,GDP,2019,3039.48
South Africa,Energy,GDP ,2020,2555.42
South Africa,Energy,GDP,2021,3047.44
South Africa,Energy,GDP,2022,4788.32
South Africa,Energy,GDP,2023,425.49
South Africa,Energy,Inflation,2015,10.44
South Africa,Energy,Inflation,2016,12.18
South Africa,Energy,Inflation,2017,11.14
South Africa,Energy,Inflation,2018,8.11
South Africa,Energy,Inflation,2019,0.94
South Africa,Energy,Inflation,2020,
South Africa,Energy,Inflation,2021,4.74
South Africa,Energy,Inflation,2022,
South Africa,energy,Inflation,2023,9.01
South Africa,energy,Unemployment,2015,4190.68
South Africa,Energy,Unemployment,2016,7699.19
South Africa,Energy,Unemployment,2017,9350.62
South Africa,Energy,Unemployment,2018,338.49
South Africa,Energy,Unemployment,2019,1925.48
South Africa,Energy,Unemployment,2020,7549.05
South Africa,Energy,Unemployment,2021,1593.92
South Africa,Energy,Unemployment,2022,7831.41
South Africa,Energy,Unemployment,2023,8428.68
South Africa,Energy,Export Value,2015,3133.29
South Africa,Energy,Export Value,2016,8037.03
South Africa,Energy,Export Value,2017,4098.33
South Africa,Energy,Export Value,2018,8336.99
South Africa,Energy,Export Value,2019,9995.73
South Africa,Energy,Export Value,2020,7761.3
South Africa,Energy,Export Value,2021,1917.07
South Africa,Energy,Export Value,2022,3221.94
South_Africa,Energy,Export Value,2023,7518.92
South Africa,Energy,Import Value,2015,5432.59
South Africa,Energy,Import Value,2016,672.52
South Africa,Energy,Import Value,2017,1173.92
South Africa,Energy,Import Value,2018,5617.35
South Africa,Energy,Import Value,2019,4776.6
South Africa,Energy,Import Value,2020,6131.39
South Africa,Energy,Import Value,2021,3791.64
South Africa,Energy,Import Value,2022,4812.02
South Africa,Energy,Import Value,2023,1572.13
